"accession","reference_length","covered_bases","reads_aligned","mean_coverage","RPKMF","sequence_name","taxid","kingdom","phylum","class","order","family","genus","species","subspecies","strain","sample_ID","total_filtered_reads_in_sample"
"AF406967.1",5276,114,113,2.5120952,5.07069,"Bovine parvovirus 3 putative non-structural protein and putative capsid protein genes, complete cds",172297,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Erythroparvovirus","Ungulate erythroparvovirus 1","Bovine parvovirus 3","Bovine parvovirus 3","NGS_6T",4223834
"AY037928.1",9472,5537,153,2.3516412,3.82422,"Human endogenous retrovirus K113 complete genome",166122,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","unclassified Retroviridae genus","Human endogenous retrovirus K","Human endogenous retrovirus K113","Human endogenous retrovirus K113","NGS_6T",4223834
"D10032.1",8507,4988,17684,313.98013,492.15,"Baboon endogenous virus strain M7 proviral DNA, complete genome",11764,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Baboon endogenous virus","Baboon endogenous virus strain M7","Baboon endogenous virus strain M7","NGS_6T",4223834
"EU030001.1",8406,420,9,0.40709788,0.253482,"RD114 retrovirus isolate SC3C, complete genome",11834,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","RD114 retrovirus","unclassified RD114 retrovirus subspecies/strain","unclassified RD114 retrovirus strain","NGS_6T",4223834
"FJ810126.1",5759,441,3,0.06079515,0.12333,"Culex pipiens densovirus, complete genome",185638,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoambidensovirus","Dipteran protoambidensovirus 1","Culex pipiens densovirus","Culex pipiens densovirus","NGS_6T",4223834
"FJ947080.1",7476,137,1,0.01870052,0.0316682,"Human papillomavirus type 115 isolate GC02, complete genome",696746,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Betapapillomavirus","Betapapillomavirus 3","human papillomavirus 115","human papillomavirus 115","NGS_6T",4223834
"FM955839.1",7380,282,53,1.098202,1.70025,"Human papillomavirus type 100, complete genome",587349,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Betapapillomavirus","Betapapillomavirus 2","Human papillomavirus 100","Human papillomavirus 100","NGS_6T",4223834
"FN824512.2",45480,194,0,0.038958747,0,"Pigeon adenovirus 1 complete genome, strain IDA4",764030,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Pigeon aviadenovirus A","Pigeon adenovirus 1","Pigeon adenovirus 1","NGS_6T",4223834
"GU452720.1",3893,150,1,0.040074807,0.0608147,"Mosquito densovirus BR/07, complete genome",945962,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Brevidensovirus","Mosquito densovirus BR/07","unclassified Mosquito densovirus BR/07 subspecies/strain","unclassified Mosquito densovirus BR/07 strain","NGS_6T",4223834
"J02226.1",5130,678,141,4.2361445,6.50721,"JC virus complete genome",10632,"Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus secuhominis","JC polyomavirus","JC polyomavirus","NGS_6T",4223834
"JF304767.1",7664,116,6,0.61046046,0.185348,"Saimiri sciureus papillomavirus type 3 isolate Mac2167.2, complete genome",990306,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Dyoomikronpapillomavirus","Dyoomikronpapillomavirus 1","Saimiri sciureus papillomavirus 3","Saimiri sciureus papillomavirus 3","NGS_6T",4223834
"JX195076.1",2591,150,1,0.061450224,0.0913747,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 3, complete sequence",1307163,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8","Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8","NGS_6T",4223834
"JX195080.1",1567,150,1,0.10585745,0.151086,"Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 5, complete sequence",1307163,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8","Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8","NGS_6T",4223834
"KC617868.1",3780,3780,11098,414.08347,695.098,"Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds",1341019,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","unclassified Parvoviridae genus","Parvovirus NIH-CQV","unclassified Parvovirus NIH-CQV subspecies/strain","unclassified Parvovirus NIH-CQV strain","NGS_6T",4223834
"KC782520.2",2687,353,2,0.13914071,0.17622,"Rotavirus A human-wt/USA/LB1562/2010/G9P4 VP2 (VP2) gene, complete cds",1349389,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Rotavirus A human-wt/USA/LB1562/2010/G9P4","Rotavirus A human-wt/USA/LB1562/2010/G9P4","NGS_6T",4223834
"KF703446.1",127320,206,0,0.006471652,0,"Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114, complete genome",111469,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Macacine gammaherpesvirus 8","Retroperitoneal fibromatosis-associated herpesvirus","Retroperitoneal fibromatosis-associated herpesvirus","NGS_6T",4223834
"KJ541759.1",33452,179,50,0.27217585,0.353868,"Ball python nidovirus strain 07-53, complete genome",1986118,"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Pregotovirus","Ball python nidovirus 1","unclassified Ball python nidovirus 1 subspecies/strain","unclassified Ball python nidovirus 1 strain","NGS_6T",4223834
"KM269482.1",7875,179,4,0.29126215,0.120255,"Encephalomyocarditis virus strain ATCC VR-129B, complete genome",12104,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Cardiovirus","Cardiovirus A","Encephalomyocarditis virus","Encephalomyocarditis virus","NGS_6T",4223834
"KT149397.1",2985,1764,527,27.28783,41.7984,"Circovirus-like genome DCCV-4, complete genome",1788444,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Circovirus-like genome DCCV-4","unclassified Circovirus-like genome DCCV-4 subspecies/strain","unclassified Circovirus-like genome DCCV-4 strain","NGS_6T",4223834
"KT149406.1",2433,1981,948,60.637756,92.2485,"Circovirus-like genome DCCV-13, complete genome",1788441,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Circovirus-like genome DCCV-13","unclassified Circovirus-like genome DCCV-13 subspecies/strain","unclassified Circovirus-like genome DCCV-13 strain","NGS_6T",4223834
"KT945134.1",7707,150,1,0.019849146,0.0307191,"Rattus norvegicus papillomavirus 3 isolate Rat_60S, complete genome",1756445,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Iotapapillomavirus","Iotapapillomavirus 1","Rattus norvegicus papillomavirus 3","Rattus norvegicus papillomavirus 3","NGS_6T",4223834
"KU172423.1",5254,2613,1191,35.01881,53.6679,"Bovine hokovirus 2 strain bovine hokovirus 2 strain BS-S13 nonstructural protein (NS1), minor capsid protein (VP1), and major capsid protein (VP2) genes, complete cds",1096141,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Tetraparvovirus","Ungulate tetraparvovirus 1","Bovine hokovirus 2","Bovine hokovirus 2","NGS_6T",4223834
"KU351741.1",137448,203,1,0.06385381,0.00172248,"Macaca nemestrina herpesvirus 7, complete genome",1846169,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Macacine betaherpesvirus 9","Macaca nemestrina herpesvirus 7","Macaca nemestrina herpesvirus 7","NGS_6T",4223834
"KU605777.1",8126,168,77,1.3490472,2.2434,"Simian retrovirus 8 strain SRV8/SUZ/2012, complete genome",1904439,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Simian retrovirus 8","unclassified Simian retrovirus 8 subspecies/strain","unclassified Simian retrovirus 8 strain","NGS_6T",4223834
"KU727766.1",5166,175,23,0.68779904,1.05406,"Parus major densovirus isolate PmDNV-JL, complete genome",1907771,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","unclassified Parvoviridae genus","Parus major densovirus","unclassified Parus major densovirus subspecies/strain","unclassified Parus major densovirus strain","NGS_6T",4223834
"KU936049.1",137452,1932,394,0.73891133,0.678638,"Bubaline alphaherpesvirus 1 strain b6, complete genome",202910,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bubaline alphaherpesvirus 1","unclassified Bubaline alphaherpesvirus 1 subspecies/strain","unclassified Bubaline alphaherpesvirus 1 strain","NGS_6T",4223834
"KY040274.1",192183,182,0,0.0050095557,0,"Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome",10281,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus","Molluscum contagiosum virus","Molluscum contagiosum virus subtype 2","Molluscum contagiosum virus subtype 2","NGS_6T",4223834
"KY040275.1",188253,647,15,0.06997762,0.0188644,"Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome",10280,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Molluscipoxvirus","Molluscum contagiosum virus","Molluscum contagiosum virus subtype 1","Molluscum contagiosum virus subtype 1","NGS_6T",4223834
"KY215944.1",135301,808,2,0.14344695,0.00349963,"Bovine alphaherpesvirus 1 isolate 216 II, complete genome",10320,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bovine alphaherpesvirus 1","unclassified Bovine alphaherpesvirus 1 subspecies/strain","unclassified Bovine alphaherpesvirus 1 strain","NGS_6T",4223834
"KY385637.1",147346,395,17,0.672627,0.0273152,"Ateline alphaherpesvirus 1 isolate Lennette, complete genome",35243,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Ateline alphaherpesvirus 1","unclassified Ateline alphaherpesvirus 1 subspecies/strain","unclassified Ateline alphaherpesvirus 1 strain","NGS_6T",4223834
"KY490071.1",235397,473,3,0.0020106526,0.00301727,"Human betaherpesvirus 5 strain HANChild1, complete genome",10359,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Human betaherpesvirus 5","unclassified Human betaherpesvirus 5 subspecies/strain","unclassified Human betaherpesvirus 5 strain","NGS_6T",4223834
"KY549446.1",137712,587,0,0.25895232,0,"Bovine alphaherpesvirus 5 strain ISO 97/45, complete genome",35244,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bovine alphaherpesvirus 5","unclassified Bovine alphaherpesvirus 5 subspecies/strain","unclassified Bovine alphaherpesvirus 5 strain","NGS_6T",4223834
"KY628971.1",155462,215,0,0.0105658285,0,"Macacine alphaherpesvirus 1 isolate 12930, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","NGS_6T",4223834
"LT594108.1",151216,10661,10987,10.641905,17.2018,"Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite",10298,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Human alphaherpesvirus 1","unclassified Human alphaherpesvirus 1 subspecies/strain","unclassified Human alphaherpesvirus 1 strain","NGS_6T",4223834
"M22820.1",4901,150,1,0.0315723,0.0483068,"Snyder-Theilen feline sarcoma virus genomic sequence, sequence",11780,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Snyder-Theilen feline sarcoma virus","unclassified Snyder-Theilen feline sarcoma virus subspecies/strain","unclassified Snyder-Theilen feline sarcoma virus strain","NGS_6T",4223834
"MF118167.1",3925,566,19,0.7650331,1.14606,"Human fecal virus Jorvi2, complete genome",2017081,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Human fecal virus Jorvi2","unclassified Human fecal virus Jorvi2 subspecies/strain","unclassified Human fecal virus Jorvi2 strain","NGS_6T",4223834
"MF327535.1",7676,133,0,0.2322615,0,"Ailuropoda melanoleuca papillomavirus 1 strain gpam001, complete genome",2016454,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Omegapapillomavirus","Omegapapillomavirus 1","Ailuropoda melanoleuca papillomavirus 1","Ailuropoda melanoleuca papillomavirus 1","NGS_6T",4223834
"MF327573.1",2745,150,8,0.46242774,0.689987,"Giant panda circovirus 1 strain gpci001, complete genome",2016456,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","Circovirus","Giant panda circovirus 1","unclassified Giant panda circovirus 1 subspecies/strain","unclassified Giant panda circovirus 1 strain","NGS_6T",4223834
"MF898328.1",125095,168,0,0.14344712,0,"Human alphaherpesvirus 3 strain Baike, complete genome",10335,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Human alphaherpesvirus 3","unclassified Human alphaherpesvirus 3 subspecies/strain","unclassified Human alphaherpesvirus 3 strain","NGS_6T",4223834
"MG712775.1",44454,103,1,0.09315186,0.00532577,"Fowl adenovirus 8b isolate SD1356, complete genome",586029,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Fowl aviadenovirus E","Fowl adenovirus 8b","Fowl adenovirus 8b","NGS_6T",4223834
"MG972981.1",5759,346,914,20.860937,37.5744,"Ungulate copiparvovirus 1 strain QQHE16, complete genome",1511889,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 1","unclassified Ungulate copiparvovirus 1 subspecies/strain","unclassified Ungulate copiparvovirus 1 strain","NGS_6T",4223834
"MH036942.1",138199,489,0,0.074705355,0,"Cervid alphaherpesvirus 1 strain Anlier, complete genome",79891,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Cervid alphaherpesvirus 1","unclassified Cervid alphaherpesvirus 1 subspecies/strain","unclassified Cervid alphaherpesvirus 1 strain","NGS_6T",4223834
"MH036943.1",142633,762,0,0.13445814,0,"Cervid alphaherpesvirus 2 strain Norway, complete genome",365327,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Cervid alphaherpesvirus 2","unclassified Cervid alphaherpesvirus 2 subspecies/strain","unclassified Cervid alphaherpesvirus 2 strain","NGS_6T",4223834
"MH698402.1",162076,1206,148,0.12759532,0.21619,"Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome",32604,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 6B","unclassified Human betaherpesvirus 6B subspecies/strain","unclassified Human betaherpesvirus 6B strain","NGS_6T",4223834
"MN205539.1",137429,139,1,0.017533636,0.00172272,"UNVERIFIED: Human gammaherpesvirus 8 strain BCBL-1, complete genome",37296,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Human gammaherpesvirus 8","unclassified Human gammaherpesvirus 8 subspecies/strain","unclassified Human gammaherpesvirus 8 strain","NGS_6T",4223834
"MN240300.1",210797,139,1,0.042867925,0.00112313,"Alaskapox virus isolate Alaska_2015, complete genome",2602439,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Alaskapox virus","unclassified Alaskapox virus subspecies/strain","unclassified Alaskapox virus strain","NGS_6T",4223834
"MN244297.1",221153,599,2,0.0028461153,0.00214107,"Akhmeta virus strain A39, complete genome",2200830,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Akhmeta virus","unclassified Akhmeta virus subspecies/strain","unclassified Akhmeta virus strain","NGS_6T",4223834
"NC_001664.4",159378,904,93,0.07455975,0.138149,"Human betaherpesvirus 6A, variant A DNA, complete virion genome, isolate U1102",32603,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 6A","unclassified Human betaherpesvirus 6A subspecies/strain","unclassified Human betaherpesvirus 6A strain","NGS_6T",4223834
"NC_001716.2",153080,741,8,0.0069639706,0.0123727,"Human herpesvirus 7, complete genome",10372,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Human betaherpesvirus 7","unclassified Human betaherpesvirus 7 subspecies/strain","unclassified Human betaherpesvirus 7 strain","NGS_6T",4223834
"NC_002665.1",108873,1306,256,0.33913708,0.556689,"Bovine herpesvirus 4 long unique region, complete sequence",10385,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Bovine gammaherpesvirus 4","unclassified Bovine gammaherpesvirus 4 subspecies/strain","unclassified Bovine gammaherpesvirus 4 strain","NGS_6T",4223834
"NC_006151.1",143461,405,0,0.026173845,0,"Suid herpesvirus 1, complete genome",10345,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Suid alphaherpesvirus 1","unclassified Suid alphaherpesvirus 1 subspecies/strain","unclassified Suid alphaherpesvirus 1 strain","NGS_6T",4223834
"NC_006560.1",150715,608,4,0.066018,0.00628343,"Cercopithecine herpesvirus 2, complete genome",10317,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Cercopithecine alphaherpesvirus 2","unclassified Cercopithecine alphaherpesvirus 2 subspecies/strain","unclassified Cercopithecine alphaherpesvirus 2 strain","NGS_6T",4223834
"NC_007653.1",156487,741,0,0.011456021,0,"Papiine herpesvirus 2, complete genome",340907,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Papiine alphaherpesvirus 2","unclassified Papiine alphaherpesvirus 2 subspecies/strain","unclassified Papiine alphaherpesvirus 2 strain","NGS_6T",4223834
"NC_012783.2",226205,153,2,0.011395457,0.00209325,"Cercopithecine herpesvirus 5 strain 2715, complete genome",50292,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Cercopithecine betaherpesvirus 5","unclassified Cercopithecine betaherpesvirus 5 subspecies/strain","unclassified Cercopithecine betaherpesvirus 5 strain","NGS_6T",4223834
"NC_014567.1",156742,392,1,0.16228798,0.00151045,"Saimiriine herpesvirus 1, complete genome",10353,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Saimiriine alphaherpesvirus 1","unclassified Saimiriine alphaherpesvirus 1 subspecies/strain","unclassified Saimiriine alphaherpesvirus 1 strain","NGS_6T",4223834
"NC_016448.1",196691,167,0,0.021598548,0,"Saimiriine herpesvirus 4 strain SqSHV, complete genome",1535247,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Saimiriine betaherpesvirus 4","unclassified Saimiriine betaherpesvirus 4 subspecies/strain","unclassified Saimiriine betaherpesvirus 4 strain","NGS_6T",4223834
"NC_024771.1",151601,244,20,0.015972164,0.0312335,"Equid herpesvirus 3 strain AR/2007/C3A, complete genome",80341,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Equid alphaherpesvirus 3","unclassified Equid alphaherpesvirus 3 subspecies/strain","unclassified Equid alphaherpesvirus 3 strain","NGS_6T",4223834
"V01108.1",5153,856,6,0.17929243,0.275667,"Human BK virus (strain Dunlop) genome. (Closely related to SV40.)",1891762,"Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis","unclassified Betapolyomavirus hominis subspecies/strain","unclassified Betapolyomavirus hominis strain","NGS_6T",4223834
"V01201.1",5779,350,5,0.25741693,0.204838,"Simian sarcoma virus proviral sequence with genes coding for envelope protein (env) and polymerase (pol)",11970,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Woolly monkey sarcoma virus","unclassified Woolly monkey sarcoma virus subspecies/strain","unclassified Woolly monkey sarcoma virus strain","NGS_6T",4223834
"X74469.1",7427,172,105,2.1624296,3.3471,"Human papillomavirus type 17 genomic DNA",10607,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Betapapillomavirus","Betapapillomavirus 2","Human papillomavirus 17","Human papillomavirus 17","NGS_6T",4223834
"Z25771.1",6813,300,2,0.045024764,0.0695,"Human astrovirus type 1 genes for capsid protein and nonstructural protein",12456,"Viruses","Pisuviricota","Stelpaviricetes","Stellavirales","Astroviridae","Mamastrovirus","Mamastrovirus 1","Human astrovirus 1","Human astrovirus 1","NGS_6T",4223834
"D00835.1",11443,257,1,0.058797486,0.0206897,"Human immunodeficiency virus 2 proviral DNA, complete genome",11709,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 2","unclassified Human immunodeficiency virus 2 subspecies/strain","unclassified Human immunodeficiency virus 2 strain","NGS_6T",4223834
"OM460002.1",220276,1906,11,0.009003934,0.0118228,"Cowpox virus isolate No-H2, complete genome",10243,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus","unclassified Cowpox virus subspecies/strain","unclassified Cowpox virus strain","NGS_6T",4223834
"GQ329670.1",145289,182,0,0.14946362,0,"Pseudocowpox virus strain VR634, complete genome",129726,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus","Pseudocowpox virus","unclassified Pseudocowpox virus subspecies/strain","unclassified Pseudocowpox virus strain","NGS_6T",4223834
"LT907991.1",12681,264,5,0.058255527,0.093349,"Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite",11099,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 1","Bovine viral diarrhea virus 1","NGS_6T",4223834
"MF351889.1",32399,204,0,0.112158515,0,"Morelia viridis nidovirus strain S14-1323_MVNV, complete genome",2016400,"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Pregotovirus","Pregotovirus heba","Morelia viridis nidovirus","Morelia viridis nidovirus","NGS_6T",4223834
"KY055429.1",2585,300,2,0.123203285,0.183173,"Rotavirus A strain RVA/Goat-wt/UGA/BUW-14-085/2014/G6P[1] VP3 (VP3) mRNA, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_6T",4223834
"GU827407.1",2693,150,1,0.05898545,0.0879137,"Rotavirus A strain RVA/Cat-wt/ITA/BA222/2005/G3P[9] VP2 gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_6T",4223834
"JX040433.1",906,150,1,0.1984127,0.261315,"Rotavirus A strain RVA/human-wt/IND/N-1/2009/G6P[14] non-structural protein NSP4 gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_6T",4223834
"KJ639017.1",1062,142,1,0.15570176,0.22293,"Rotavirus A isolate RVA/Human/JPN/S13-30/2013/G3P[4] segment 9 VP7 gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_6T",4223834
"KC686984.1",1914,150,1,0.08503401,0.123695,"Rotavirus A strain RVA/Human-wt/CMR/6778/1999/G9P[8] structural protein VP1 (VP1) gene, partial cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_6T",4223834
"JF693042.1",1194,145,1,0.1388889,0.198285,"Bovine rotavirus A isolate bovine-tc/South Africa/'O' Agent/1965/G8P[1] segment 6 VP6 protein gene, complete cds",35333,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Bovine rotavirus A","Bovine rotavirus A","NGS_6T",4223834
"MG181725.1",2359,291,2,0.13173382,0.200722,"Rotavirus A strain RVA/Human-wt/MWI/BID2MT/2014/G1P[8] structural protein 4 (VP4) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_6T",4223834
"MG181854.1",3303,150,1,0.047573738,0.0716778,"Rotavirus A strain RVA/Human-wt/MWI/BID14Z/2012/G2P[4] structural protein 1 (VP1) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_6T",4223834
"MF184783.1",1014,141,1,0.16319445,0.233483,"Rotavirus A strain RVA/Human-wt/USA/CNMC109/2011/G3P[6] segment 8 non-structural protein 2 (NSP2) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_6T",4223834
"KP258399.1",2687,150,1,0.05912495,0.0881101,"Rotavirus A strain RVA/Human-wt/BEL/BE5028/2012/G3P[14] segment 2, complete sequence",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_6T",4223834
"KP882477.1",2508,159,2,0.12722646,0.188797,"Rotavirus A strain RVA/Human-wt/GHA/Ghan-059/2008/G8P[1] segment 3 VP3 (VP3) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_6T",4223834
"KY628968.1",157447,246,0,0.014189717,0,"Macacine alphaherpesvirus 1 isolate 8100812, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","NGS_6T",4223834
"KY628970.1",157321,103,0,0.0020296364,0,"Macacine alphaherpesvirus 1 isolate KQ, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","NGS_6T",4223834
