"accession","reference_length","covered_bases","reads_aligned","mean_coverage","RPKMF","sequence_name","taxid","kingdom","phylum","class","order","family","genus","species","subspecies","strain","sample_ID","total_filtered_reads_in_sample"
"DQ853463.1",9210,366,8,0.13245033,0.0673426,"HIV-1 isolate 15384.1 from USA, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD5_Q5",12898543
"KC522033.1",8914,121,1,0.013806481,0.00869735,"HIV-1 isolate 11MY1RJ704 from Malaysia, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD5_Q5",12898543
"KJ849778.1",9011,127,1,0.014332468,0.00860372,"HIV-1 isolate 10BR_PE092 from Brazil gag protein (gag), pol protein (pol), vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD5_Q5",12898543
"M17451.1",9128,273,2,0.030073512,0.0169869,"Human immunodeficiency virus type 1, isolate RF (HAT-3), complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD5_Q5",12898543
"KF716496.1",8846,278,8,0.1175253,0.0701136,"HIV-1 isolate DEMB11FR001 from France gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD5_Q5",12898543
"KP411828.1",8813,135,1,0.015583516,0.00879702,"HIV-1 isolate SE600057 from Sweden gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), and rev protein (rev) genes, complete cds; nonfunctional vpu protein (vpu) gene, complete sequence; and envelope glycoprotein (env) and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD5_Q5",12898543
"D00835.1",11443,403,796,9.40016,5.39303,"Human immunodeficiency virus 2 proviral DNA, complete genome",11709,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 2","unclassified Human immunodeficiency virus 2 subspecies/strain","unclassified Human immunodeficiency virus 2 strain","QCMD5_Q5",12898543
"EU170151.1",9126,300,2,0.03342246,0.0169906,"HIV-1 isolate luBF_01.03 from Luxembourg, partial genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","QCMD5_Q5",12898543
"OM460002.1",220276,76173,1214,0.8301564,0.427278,"Cowpox virus isolate No-H2, complete genome",10243,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus","unclassified Cowpox virus subspecies/strain","unclassified Cowpox virus strain","QCMD5_Q5",12898543
"MG012796.1",194711,4479,28,0.025107807,0.0111488,"Vaccinia virus isolate CEyV2, complete genome",10245,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Vaccinia virus","unclassified Vaccinia virus subspecies/strain","unclassified Vaccinia virus strain","QCMD5_Q5",12898543
"GQ329670.1",145289,194,4,0.26107386,0.00213445,"Pseudocowpox virus strain VR634, complete genome",129726,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus","Pseudocowpox virus","unclassified Pseudocowpox virus subspecies/strain","unclassified Pseudocowpox virus strain","QCMD5_Q5",12898543
"KM875470.1",136055,225,18,0.12250469,0.0102569,"Bovine papular stomatitis virus strain BV-TX09c15, complete genome",129727,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus","Bovine papular stomatitis virus","unclassified Bovine papular stomatitis virus subspecies/strain","unclassified Bovine papular stomatitis virus strain","QCMD5_Q5",12898543
"LT907991.1",12681,322,8,0.11347857,0.0489098,"Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite",11099,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 1","Bovine viral diarrhea virus 1","QCMD5_Q5",12898543
"MG800833.2",5810,300,2,0.053003535,0.0266878,"Pumpkin polerovirus isolate PuPV, complete genome",2518373,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Pumpkin polerovirus","unclassified Pumpkin polerovirus subspecies/strain","unclassified Pumpkin polerovirus strain","QCMD5_Q5",12898543
"MF351889.1",32399,164,0,0.13479488,0,"Morelia viridis nidovirus strain S14-1323_MVNV, complete genome",2016400,"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Pregotovirus","Pregotovirus heba","Morelia viridis nidovirus","Morelia viridis nidovirus","QCMD5_Q5",12898543
"KY628968.1",157447,292,0,0.20477186,0,"Macacine alphaherpesvirus 1 isolate 8100812, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","QCMD5_Q5",12898543
"KY628970.1",157321,390,1,0.0085066585,0.000492802,"Macacine alphaherpesvirus 1 isolate KQ, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","QCMD5_Q5",12898543
"MT862163.1",131245,336,39,0.86490715,0.0230378,"Bovine alphaherpesvirus 2 strain C1Z FZR",10295,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Bovine alphaherpesvirus 2","unclassified Bovine alphaherpesvirus 2 subspecies/strain","unclassified Bovine alphaherpesvirus 2 strain","QCMD5_Q5",12898543
"LS480640.1",155503,23030,198,0.26358035,0.0987156,"Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I",10310,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Human alphaherpesvirus 2","unclassified Human alphaherpesvirus 2 subspecies/strain","unclassified Human alphaherpesvirus 2 strain","QCMD5_Q5",12898543
"MF678601.1",144144,161,0,0.0012917205,0,"Beluga whale alphaherpesvirus 1 strain LN3131-1",1434720,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Monodontid alphaherpesvirus 1","Beluga whale alphaherpesvirus 1","Beluga whale alphaherpesvirus 1","QCMD5_Q5",12898543
"MG989243.1",134617,464,0,0.04416697,0,"Caprine alphaherpesvirus 1 strain JSHA1405",39944,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Caprine alphaherpesvirus 1","unclassified Caprine alphaherpesvirus 1 subspecies/strain","unclassified Caprine alphaherpesvirus 1 strain","QCMD5_Q5",12898543
"KT280503.1",7332,1828,18,0.35630745,0.0620432,"Enterovirus D68 isolate 2011-21186, complete genome",42789,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","enterovirus D68","enterovirus D68","QCMD6_Q6",39569079
"GU191019.1",34177,5509,47,0.22276427,0.0347543,"Human adenovirus 18 isolate D.C., complete genome",10528,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus A","Human adenovirus 18","Human adenovirus 18","QCMD6_Q6",39569079
"MH355567.1",35217,520,33,0.1402173,0.0236813,"Human adenovirus 7 strain BJ/CHN/2018, complete genome",10519,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Human adenovirus 7","Human adenovirus 7","QCMD6_Q6",39569079
"NC_001611.1",185578,14344,116,0.09654421,0.015797,"Variola virus, complete genome",10255,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Variola virus","unclassified Variola virus subspecies/strain","unclassified Variola virus strain","QCMD6_Q6",39569079
"JQ326209.1",35153,150,1,0.004285347,0.000718922,"Human adenovirus 19, complete genome",28278,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus D","Human adenovirus 19","Human adenovirus 19","QCMD6_Q6",39569079
"AB448776.1",35215,274,2,0.00781406,0.00143531,"Human adenovirus 37 genomic DNA, complete genome, isolate: 1991",52275,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus D","Human adenovirus D37","Human adenovirus D37","QCMD6_Q6",39569079
"NC_003266.2",35994,17275,2679,10.891669,1.88099,"Human adenovirus E, complete genome",130308,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus E","unclassified Human mastadenovirus E subspecies/strain","unclassified Human mastadenovirus E strain","QCMD6_Q6",39569079
"NC_006998.1",194711,32640,282,0.22030109,0.0366018,"Vaccinia virus, complete genome",10245,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Vaccinia virus","unclassified Vaccinia virus subspecies/strain","unclassified Vaccinia virus strain","QCMD6_Q6",39569079
"NC_003663.2",224499,119468,1503,0.9883485,0.169195,"Cowpox virus, complete genome",10243,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Cowpox virus","unclassified Cowpox virus subspecies/strain","unclassified Cowpox virus strain","QCMD6_Q6",39569079
"NC_003310.1",196858,111935,1338,1.0140004,0.17177,"Monkeypox virus Zaire-96-I-16, complete genome",10244,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Monkeypox virus","unclassified Monkeypox virus subspecies/strain","unclassified Monkeypox virus strain","QCMD6_Q6",39569079
"AY484669.1",197731,31741,286,0.21888238,0.036554,"Rabbitpox virus, complete genome",32606,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Vaccinia virus","Rabbitpox virus","Rabbitpox virus","QCMD6_Q6",39569079
"NC_007455.1",5299,483,10,0.28549233,0.0476925,"Primate bocaparvovirus 1 isolate st2, complete genome",1511871,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 1","unclassified Primate bocaparvovirus 1 subspecies/strain","unclassified Primate bocaparvovirus 1 strain","QCMD6_Q6",39569079
"NC_012564.1",5242,1673,35,0.97682637,0.168739,"Human bocavirus 3, complete genome",638313,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 1","Human bocavirus 3","Human bocavirus 3","QCMD6_Q6",39569079
"NC_012042.1",5196,267,2,0.0529132,0.00972758,"Human bocavirus 2c PK isolate PK-5510, complete genome",1511882,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 2","Human bocavirus 2c PK","Human bocavirus 2c PK","QCMD6_Q6",39569079
"NC_012729.2",5104,149,1,0.030076705,0.00495146,"Human bocavirus 4 NI strain HBoV4-NI-385, complete genome",1511883,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 2","Human bocavirus 4 NI","Human bocavirus 4 NI","QCMD6_Q6",39569079
"NC_026438.1",10878,150,1,0.013982103,0.00232324,"influenza A H1N1 all segments",641809,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/California/07/2009(H1N1))","Influenza A virus (A/California/07/2009(H1N1))","QCMD6_Q6",39569079
"NC_007373.1",11286,205,1,0.018408764,0.00223926,"influenza A H3N2 all segments",335341,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/New York/392/2004(H3N2))","Influenza A virus (A/New York/392/2004(H3N2))","QCMD6_Q6",39569079
"AB064607.1",3770,140,1,0.038674034,0.00670352,"Torque teno virus 10 DNA, complete genome, isolate: JT34F",687349,"Viruses","unclassified Viruses phylum","unclassified Viruses class","unclassified Viruses order","Anelloviridae","Alphatorquevirus","Torque teno virus 10","unclassified Torque teno virus 10 subspecies/strain","unclassified Torque teno virus 10 strain","QCMD6_Q6",39569079
"AB111964.2",8978,7698,16716,279.33133,47.054,"Bovine viral diarrhea virus 839cp gene for poryprotein, partai cds, strain: 839cp",233886,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 839cp","Bovine viral diarrhea virus 839cp","QCMD6_Q6",39569079
"AB111966.1",9060,204,2,0.07654321,0.00557887,"Bovine viral diarrhea virus 190cp gene for poryprotein, partai cds, strain: 190cp",233888,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 190cp","Bovine viral diarrhea virus 190cp","QCMD6_Q6",39569079
"AC090446.27",170275,300,81,0.060467303,0.012022,"Baboon cytomegalovirus OCOM4-37 clone bacmv, WORKING DRAFT SEQUENCE, 22 unordered pieces",153301,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Papiine betaherpesvirus 3","Baboon cytomegalovirus OCOM4-37","Baboon cytomegalovirus OCOM4-37","QCMD6_Q6",39569079
"AF033808.1",9392,127,1,0.013741614,0.00269083,"Rous sarcoma virus, complete genome",11886,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Rous sarcoma virus","unclassified Rous sarcoma virus subspecies/strain","unclassified Rous sarcoma virus strain","QCMD6_Q6",39569079
"AF033814.1",3811,583,11,0.42911774,0.0729454,"Murine osteosarcoma virus, complete genome",11830,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Murine osteosarcoma virus","unclassified Murine osteosarcoma virus subspecies/strain","unclassified Murine osteosarcoma virus strain","QCMD6_Q6",39569079
"AF043303.1",4679,2708,123,3.8275557,0.664349,"Adeno-associated virus 2, complete genome",10804,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","adeno-associated virus 2","adeno-associated virus 2","QCMD6_Q6",39569079
"AF052428.1",9396,163,7,0.109669045,0.0188278,"Rous sarcoma virus strain Schmidt-Ruppin B, complete genome",269447,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Rous sarcoma virus","Rous sarcoma virus - Schmidt-Ruppin B","Rous sarcoma virus - Schmidt-Ruppin B","QCMD6_Q6",39569079
"AF063497.1",4718,832,14,0.4200963,0.0749919,"Adeno-associated virus 1, complete genome",85106,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","Adeno-associated virus - 1","Adeno-associated virus - 1","QCMD6_Q6",39569079
"AF091605.1",12310,937,44,0.55008227,0.0903314,"Bovine viral diarrhea virus strain Oregon C24V, complete genome",82470,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus strain Oregon C24V","Bovine viral diarrhea virus strain Oregon C24V","QCMD6_Q6",39569079
"AF109397.1",1768,864,17,1.5055624,0.243002,"Bovine circovirus, complete genome",85542,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","Circovirus","Porcine circovirus 2","Bovine circovirus","Bovine circovirus","QCMD6_Q6",39569079
"AF502399.1",12332,10536,4461,52.95764,9.14203,"Bovine viral diarrhea virus 2-New York'93, complete genome",358768,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus B","Bovine viral diarrhea virus 2 New York'93","Bovine viral diarrhea virus 2 New York'93","QCMD6_Q6",39569079
"AF513851.1",4721,775,8,0.24305403,0.0428253,"Adeno-associated virus 7 nonstructural protein and capsid protein genes, complete cds",202812,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","Adeno-associated virus - 7","Adeno-associated virus - 7","QCMD6_Q6",39569079
"AJ585412.1",12308,8027,2089,25.646982,4.28938,"Bovine viral diarrhea virus VEDEVAC ORF1 for polyprotein, complete genome, genomic RNA, strain VEDEVAC",221918,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus VEDEVAC","Bovine viral diarrhea virus VEDEVAC","QCMD6_Q6",39569079
"AY037928.1",9472,2782,71,1.0069728,0.189435,"Human endogenous retrovirus K113 complete genome",166122,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","unclassified Retroviridae genus","Human endogenous retrovirus K","Human endogenous retrovirus K113","Human endogenous retrovirus K113","QCMD6_Q6",39569079
"AY695933.1",5723,352,2,0.06316167,0.00883182,"Carrot red leaf virus strain UK-1, complete genome",66200,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Carrot red leaf virus","unclassified Carrot red leaf virus subspecies/strain","unclassified Carrot red leaf virus strain","QCMD6_Q6",39569079
"AY823990.1",2872,411,4,0.21601763,0.0351981,"Torque teno sus virus 1b isolate 1p, complete genome",687387,"Viruses","unclassified Viruses phylum","unclassified Viruses class","unclassified Viruses order","Anelloviridae","Iotatorquevirus","Torque teno sus virus 1b","unclassified Torque teno sus virus 1b subspecies/strain","unclassified Torque teno sus virus 1b strain","QCMD6_Q6",39569079
"D10032.1",8507,849,9,0.15843005,0.0267368,"Baboon endogenous virus strain M7 proviral DNA, complete genome",11764,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Baboon endogenous virus","Baboon endogenous virus strain M7","Baboon endogenous virus strain M7","QCMD6_Q6",39569079
"EU030001.1",8406,289,2,0.035004847,0.00601291,"RD114 retrovirus isolate SC3C, complete genome",11834,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","RD114 retrovirus","unclassified RD114 retrovirus subspecies/strain","unclassified RD114 retrovirus strain","QCMD6_Q6",39569079
"FJ025900.1",37188,153,0,0.049867705,0,"Simian adenovirus 43, complete genome",585077,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Simian adenovirus 43","Simian adenovirus 43","QCMD6_Q6",39569079
"FJ025902.1",37820,8676,82,0.32391822,0.0547944,"Simian adenovirus 42.2, complete genome",585098,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Simian adenovirus 42.2","Simian adenovirus 42.2","QCMD6_Q6",39569079
"FJ025904.1",37860,803,4,0.027260674,0.00267007,"Simian adenovirus 31.2, complete genome",585088,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Simian adenovirus 31.2","Simian adenovirus 31.2","QCMD6_Q6",39569079
"FJ025908.1",35694,167,0,0.004698402,0,"Simian adenovirus 33, complete genome",585067,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Simian adenovirus 33","Simian adenovirus 33","QCMD6_Q6",39569079
"FJ025910.1",35620,123,1,0.0034677193,0.000709496,"Simian adenovirus 35.2, complete genome",585090,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Simian adenovirus 35.2","Simian adenovirus 35.2","QCMD6_Q6",39569079
"FJ025921.1",36635,9001,568,2.3383856,0.391829,"Simian adenovirus 37.1, complete genome",585091,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus E","Simian adenovirus 37.1","Simian adenovirus 37.1","QCMD6_Q6",39569079
"FJ655418.1",1767,404,3,0.24984539,0.0429071,"Porcine circovirus type 1/2a isolate FMV08-1114252, complete genome",720569,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","Circovirus","Porcine circovirus type 1/2a","unclassified Porcine circovirus type 1/2a subspecies/strain","unclassified Porcine circovirus type 1/2a strain","QCMD6_Q6",39569079
"GQ387499.1",5905,971,7,0.18245004,0.0299586,"Porcine parvovirus 4 clone 17 replicase, ORF3, and capsid genes, complete cds",707546,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 2","Porcine parvovirus 4","Porcine parvovirus 4","QCMD6_Q6",39569079
"HM011556.1",5387,246,7,0.14722168,0.0328394,"Merkel cell polyomavirus isolate R17b, complete genome",493803,"Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Alphapolyomavirus","Alphapolyomavirus quintihominis","Merkel cell polyomavirus","Merkel cell polyomavirus","QCMD6_Q6",39569079
"HM011560.1",4926,150,1,0.031407036,0.00513038,"Polyomavirus HPyV6 isolate 607a, complete genome",746830,"Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Deltapolyomavirus","Deltapolyomavirus sextihominis","Human polyomavirus 6","Human polyomavirus 6","QCMD6_Q6",39569079
"HM145750.1",4944,602,4,0.15352523,0.0204468,"Bocavirus gorilla/GBoV1/2009, complete genome",864686,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 1","Bocavirus gorilla/GBoV1/2009","Bocavirus gorilla/GBoV1/2009","QCMD6_Q6",39569079
"HQ388348.2",5666,696,5,0.12617838,0.0223017,"Brassica yellows virus isolate BrYV-ABJ, complete genome",1046403,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Turnip yellows virus","Brassica yellows virus","Brassica yellows virus","QCMD6_Q6",39569079
"J02207.1",997,300,4,0.70838255,0.101393,"harvey murine sarcoma virus p21 v-has protein gene",11807,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Harvey murine sarcoma virus","unclassified Harvey murine sarcoma virus subspecies/strain","unclassified Harvey murine sarcoma virus strain","QCMD6_Q6",39569079
"JF304767.1",7664,117,12,0.44476977,0.0395703,"Saimiri sciureus papillomavirus type 3 isolate Mac2167.2, complete genome",990306,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Dyoomikronpapillomavirus","Dyoomikronpapillomavirus 1","Saimiri sciureus papillomavirus 3","Saimiri sciureus papillomavirus 3","QCMD6_Q6",39569079
"JN254802.1",36711,12373,703,2.8747573,0.483953,"Chimpanzee adenovirus Y25, complete genome",1123958,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus E","Chimpanzee adenovirus Y25","Chimpanzee adenovirus Y25","QCMD6_Q6",39569079
"JN880454.1",35578,118,0,0.003330699,0,"Simian adenovirus A1312, complete genome",1159192,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Simian adenovirus B","Simian adenovirus A1312","Simian adenovirus A1312","QCMD6_Q6",39569079
"JX027296.1",4822,150,1,0.032106165,0.00524103,"Primate protoparvovirus 1 strain BF.86 NS1, putative VP1, hypothetical protein, and VP2 genes, complete cds",1511907,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoparvovirus","Primate protoparvovirus 1","unclassified Primate protoparvovirus 1 subspecies/strain","unclassified Primate protoparvovirus 1 strain","QCMD6_Q6",39569079
"JX297512.1",11640,11355,14147,183.55066,30.7153,"Bovine viral diarrhea virus type 1b isolate 10270 polyprotein gene, complete cds",981676,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 1b","Bovine viral diarrhea virus 1b","QCMD6_Q6",39569079
"JX896321.1",5805,726,5,0.12838197,0.0217677,"Porcine parvovirus 5 isolate IA469 clone 1, complete genome",1241957,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoparvovirus","Porcine parvovirus 5","unclassified Porcine parvovirus 5 subspecies/strain","unclassified Porcine parvovirus 5 strain","QCMD6_Q6",39569079
"KC802221.1",15696,2285,17,0.17052618,0.0273718,"Phocine distemper virus strain PDV/Wadden_Sea.NLD/1988, complete genome",11240,"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Phocine morbillivirus","unclassified Phocine morbillivirus subspecies/strain","unclassified Phocine morbillivirus strain","QCMD6_Q6",39569079
"KF360047.1",34163,27398,525,2.276218,0.388372,"UNVERIFIED: Simian adenovirus ch1 isolate SAdV-ch1 genomic sequence",1509400,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus A","Simian adenovirus ch1","Simian adenovirus ch1","QCMD6_Q6",39569079
"KF703446.1",127320,233,4,0.0132657075,0.000793976,"Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114, complete genome",111469,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Macacine gammaherpesvirus 8","Retroperitoneal fibromatosis-associated herpesvirus","Retroperitoneal fibromatosis-associated herpesvirus","QCMD6_Q6",39569079
"KJ541759.1",33452,115,0,0.014833944,0,"Ball python nidovirus strain 07-53, complete genome",1986118,"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Pregotovirus","Ball python nidovirus 1","unclassified Ball python nidovirus 1 subspecies/strain","unclassified Ball python nidovirus 1 strain","QCMD6_Q6",39569079
"KM496323.1",4746,300,10,0.32637075,0.0532496,"Bovine polyomavirus 1 isolate 1S5, complete genome",1561702,"Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Epsilonpolyomavirus","Epsilonpolyomavirus bovis","Bovine polyomavirus 1","Bovine polyomavirus 1","QCMD6_Q6",39569079
