accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
KY549446.1	137712	637	1	0.39817682	0.000507045	Bovine alphaherpesvirus 5 strain ISO 97/45, complete genome	35244	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 5	unclassified Bovine alphaherpesvirus 5 subspecies/strain	unclassified Bovine alphaherpesvirus 5 strain	CSF_14	14321284
KY628971.1	155462	155	0	0.026308334	0	Macacine alphaherpesvirus 1 isolate 12930, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	CSF_14	14321284
KY828851.1	7404	197	3	0.05982906	0.0282926	Echovirus E18 strain A83/YN/CHN/2016, complete genome	47506	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E18	Echovirus E18	CSF_14	14321284
KY981561.1	7412	294	3	0.059487745	0.0282621	Echovirus E11 strain 1000/ISR/1999, complete genome	12078	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E11	Echovirus E11	CSF_14	14321284
LC075584.1	144636	319	2	0.011606661	0.000965543	Equid alphaherpesvirus 4 DNA, complete genome, strain: 01-10-1	10331	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 4	unclassified Equid alphaherpesvirus 4 subspecies/strain	unclassified Equid alphaherpesvirus 4 strain	CSF_14	14321284
LT594108.1	151216	76279	817	0.88227	0.377261	Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite	10298	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 1	unclassified Human alphaherpesvirus 1 subspecies/strain	unclassified Human alphaherpesvirus 1 strain	CSF_14	14321284
LT797627.1	138912	2477	16	0.017850708	0.00804263	Human herpesvirus 2 isolate 1 genome assembly, complete genome: monopartite	10310	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	unclassified Human alphaherpesvirus 2 subspecies/strain	unclassified Human alphaherpesvirus 2 strain	CSF_14	14321284
M22820.1	4901	527	7	0.22668912	0.0997313	Snyder-Theilen feline sarcoma virus genomic sequence, sequence	11780	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Snyder-Theilen feline sarcoma virus	unclassified Snyder-Theilen feline sarcoma virus subspecies/strain	unclassified Snyder-Theilen feline sarcoma virus strain	CSF_14	14321284
M96687.1	12480	201	9	0.09910787	0.0503554	Bovine viral diarrhea virus strain Osloss polyprotein gene, complete cds	229907	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 1-Osloss	Bovine viral diarrhea virus 1-Osloss	CSF_14	14321284
MF327535.1	7676	119	0	0.32567102	0	Ailuropoda melanoleuca papillomavirus 1 strain gpam001, complete genome	2016454	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Omegapapillomavirus	Omegapapillomavirus 1	Ailuropoda melanoleuca papillomavirus 1	Ailuropoda melanoleuca papillomavirus 1	CSF_14	14321284
MF554740.1	7288	173	9	0.20804147	0.0862288	Echovirus E4 strain 2F5, complete genome	35295	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E4	Echovirus E4	CSF_14	14321284
MF898328.1	125095	82877	1099	2.2471488	0.613445	Human alphaherpesvirus 3 strain Baike, complete genome	10335	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Human alphaherpesvirus 3	unclassified Human alphaherpesvirus 3 subspecies/strain	unclassified Human alphaherpesvirus 3 strain	CSF_14	14321284
MG712775.1	44454	124	0	0.1454722	0	Fowl adenovirus 8b isolate SD1356, complete genome	586029	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Fowl aviadenovirus E	Fowl adenovirus 8b	Fowl adenovirus 8b	CSF_14	14321284
MH036942.1	138199	1090	1	0.10777333	0.000505258	Cervid alphaherpesvirus 1 strain Anlier, complete genome	79891	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Cervid alphaherpesvirus 1	unclassified Cervid alphaherpesvirus 1 subspecies/strain	unclassified Cervid alphaherpesvirus 1 strain	CSF_14	14321284
MH036943.1	142633	1242	0	0.10146473	0	Cervid alphaherpesvirus 2 strain Norway, complete genome	365327	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Cervid alphaherpesvirus 2	unclassified Cervid alphaherpesvirus 2 subspecies/strain	unclassified Cervid alphaherpesvirus 2 strain	CSF_14	14321284
MH118026.1	7376	347	5	0.30445614	0.0473333	Echovirus E25 strain 10-4339-2, complete genome	45101	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E25	Echovirus E25	CSF_14	14321284
MH144598.1	7375	498	7	0.14242214	0.0662757	Enterovirus B79 strain 17-2255-1_E79, complete genome	2760813	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	enterovirus B79	enterovirus B79	CSF_14	14321284
MH614922.1	7464	150	1	0.020508613	0.00935506	Enterovirus B80 isolate HT-LYKH203F/XJ/CHN/2011, complete genome	318563	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B80	Enterovirus B80	CSF_14	14321284
MH698402.1	162076	60467	1684	1.5131665	0.725507	Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome	32604	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	unclassified Human betaherpesvirus 6B subspecies/strain	unclassified Human betaherpesvirus 6B strain	CSF_14	14321284
MN181513.1	7310	589	11	0.25013965	0.105074	Enterovirus B strain 2010_ES_NGR_I011, complete genome	138949	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	unclassified Enterovirus B subspecies/strain	unclassified Enterovirus B strain	CSF_14	14321284
MN205539.1	137429	165	1	0.0035620888	0.000508089	UNVERIFIED: Human gammaherpesvirus 8 strain BCBL-1, complete genome	37296	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Human gammaherpesvirus 8	unclassified Human gammaherpesvirus 8 subspecies/strain	unclassified Human gammaherpesvirus 8 strain	CSF_14	14321284
MN244297.1	221153	143	0	0.0048098895	0	Akhmeta virus strain A39, complete genome	2200830	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Akhmeta virus	unclassified Akhmeta virus subspecies/strain	unclassified Akhmeta virus strain	CSF_14	14321284
NC_001664.4	159378	2899	749	0.6277602	0.328149	Human betaherpesvirus 6A, variant A DNA, complete virion genome, isolate U1102	32603	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6A	unclassified Human betaherpesvirus 6A subspecies/strain	unclassified Human betaherpesvirus 6A strain	CSF_14	14321284
NC_001716.2	153080	1672	72	0.05129144	0.0328422	Human herpesvirus 7, complete genome	10372	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 7	unclassified Human betaherpesvirus 7 subspecies/strain	unclassified Human betaherpesvirus 7 strain	CSF_14	14321284
NC_001987.1	108409	128	0	0.0047848215	0	Ateline herpesvirus 3 complete genome	85618	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Ateline gammaherpesvirus 3	unclassified Ateline gammaherpesvirus 3 subspecies/strain	unclassified Ateline gammaherpesvirus 3 strain	CSF_14	14321284
NC_002665.1	108873	348	6	0.008121557	0.00384812	Bovine herpesvirus 4 long unique region, complete sequence	10385	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Bovine gammaherpesvirus 4	unclassified Bovine gammaherpesvirus 4 subspecies/strain	unclassified Bovine gammaherpesvirus 4 strain	CSF_14	14321284
NC_006151.1	143461	400	0	0.015630342	0	Suid herpesvirus 1, complete genome	10345	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Suid alphaherpesvirus 1	unclassified Suid alphaherpesvirus 1 subspecies/strain	unclassified Suid alphaherpesvirus 1 strain	CSF_14	14321284
NC_006560.1	150715	905	3	0.20868063	0.0013899	Cercopithecine herpesvirus 2, complete genome	10317	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Cercopithecine alphaherpesvirus 2	unclassified Cercopithecine alphaherpesvirus 2 subspecies/strain	unclassified Cercopithecine alphaherpesvirus 2 strain	CSF_14	14321284
NC_007653.1	156487	1048	23	0.08752247	0.0102628	Papiine herpesvirus 2, complete genome	340907	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Papiine alphaherpesvirus 2	unclassified Papiine alphaherpesvirus 2 subspecies/strain	unclassified Papiine alphaherpesvirus 2 strain	CSF_14	14321284
NC_009334.1	172764	150	1	0.0008689909	0.000404171	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2	CSF_14	14321284
NC_012783.2	226205	180	1	0.033341445	0.000308685	Cercopithecine herpesvirus 5 strain 2715, complete genome	50292	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Cercopithecine betaherpesvirus 5	unclassified Cercopithecine betaherpesvirus 5 subspecies/strain	unclassified Cercopithecine betaherpesvirus 5 strain	CSF_14	14321284
NC_014567.1	156742	648	2	0.024509553	0.000890969	Saimiriine herpesvirus 1, complete genome	10353	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Saimiriine alphaherpesvirus 1	unclassified Saimiriine alphaherpesvirus 1 subspecies/strain	unclassified Saimiriine alphaherpesvirus 1 strain	CSF_14	14321284
NC_016447.1	219474	161	0	0.156955	0	Aotine herpesvirus 1 strain S34E, complete genome	50290	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Aotine betaherpesvirus 1	unclassified Aotine betaherpesvirus 1 subspecies/strain	unclassified Aotine betaherpesvirus 1 strain	CSF_14	14321284
NC_016448.1	196691	140	0	0.0054746848	0	Saimiriine herpesvirus 4 strain SqSHV, complete genome	1535247	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Saimiriine betaherpesvirus 4	unclassified Saimiriine betaherpesvirus 4 subspecies/strain	unclassified Saimiriine betaherpesvirus 4 strain	CSF_14	14321284
NC_023677.1	153158	339	0	0.033416554	0	Chimpanzee alpha-1 herpesvirus strain 105640, complete genome	332937	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Panine alphaherpesvirus 3	Chimpanzee herpesvirus strain 105640	Chimpanzee herpesvirus strain 105640	CSF_14	14321284
NC_024771.1	151601	327	231	0.20461403	0.106397	Equid herpesvirus 3 strain AR/2007/C3A, complete genome	80341	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 3	unclassified Equid alphaherpesvirus 3 subspecies/strain	unclassified Equid alphaherpesvirus 3 strain	CSF_14	14321284
V01201.1	5779	558	18	1.1511813	0.217489	Simian sarcoma virus proviral sequence with genes coding for envelope protein (env) and polymerase (pol)	11970	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Woolly monkey sarcoma virus	unclassified Woolly monkey sarcoma virus subspecies/strain	unclassified Woolly monkey sarcoma virus strain	CSF_14	14321284
X03711.1	2473	187	1	0.11579853	0.0282354	Hardy-Zuckermann 4 feline sarcoma virus (H24-FeSV) kit oncogene	11777	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Hardy-Zuckerman feline sarcoma virus	Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	CSF_14	14321284
X92886.1	7451	182	1	0.024928093	0.00937138	Echovirus 9 (strain Barty), complete genome	103914	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus 9 strain Barty	Echovirus 9 strain Barty	CSF_14	14321284
DQ902712.1	7423	449	41	0.8450433	0.385676	Human enterovirus 84 isolate CIV2003-10603, complete genome	318567	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B84	Enterovirus B84	CSF_14	14321284
AY421767.1	7409	144	1	0.019837443	0.0094245	Human coxsackievirus A10 strain Kowalik, complete genome	42769	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A	Coxsackievirus A10	Coxsackievirus A10	CSF_14	14321284
AY302558.1	7418	251	28	0.5729224	0.263566	Human echovirus 6 strain D'Amori complete genome	12062	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E6	Echovirus E6	CSF_14	14321284
AF317694.1	7410	142	1	0.019559229	0.00942323	Human echovirus 18 strain Metcalf polyprotein gene, complete cds	47506	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E18	Echovirus E18	CSF_14	14321284
MF588751.1	7324	135	8	0.10593811	0.076271	Gammapapillomavirus 24 isolate Gamma24_w34c28a, complete genome	1961681	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 24	unclassified Gammapapillomavirus 24 subspecies/strain	unclassified Gammapapillomavirus 24 strain	CSF_14	14321284
D00835.1	11443	633	84	1.5950589	0.512575	Human immunodeficiency virus 2 proviral DNA, complete genome	11709	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	unclassified Human immunodeficiency virus 2 subspecies/strain	unclassified Human immunodeficiency virus 2 strain	CSF_14	14321284
GQ329670.1	145289	213	0	0.04702389	0	Pseudocowpox virus strain VR634, complete genome	129726	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Parapoxvirus	Pseudocowpox virus	unclassified Pseudocowpox virus subspecies/strain	unclassified Pseudocowpox virus strain	CSF_14	14321284
LT907991.1	12681	366	55	0.63865614	0.30285	Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite	11099	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 1	Bovine viral diarrhea virus 1	CSF_14	14321284
MF351889.1	32399	210	0	1.1791064	0	Morelia viridis nidovirus strain S14-1323_MVNV, complete genome	2016400	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Pregotovirus	Pregotovirus heba	Morelia viridis nidovirus	Morelia viridis nidovirus	CSF_14	14321284
KY628968.1	157447	269	0	0.06578002	0	Macacine alphaherpesvirus 1 isolate 8100812, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	CSF_14	14321284
KY628970.1	157321	354	0	0.029541073	0	Macacine alphaherpesvirus 1 isolate KQ, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	CSF_14	14321284
MT862163.1	131245	326	2	0.08859987	0.00106406	Bovine alphaherpesvirus 2 strain C1Z FZR	10295	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Bovine alphaherpesvirus 2	unclassified Bovine alphaherpesvirus 2 subspecies/strain	unclassified Bovine alphaherpesvirus 2 strain	CSF_14	14321284
LS480640.1	155503	12566	80	0.18690981	0.0359227	Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I	10310	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	unclassified Human alphaherpesvirus 2 subspecies/strain	unclassified Human alphaherpesvirus 2 strain	CSF_14	14321284
MF678601.1	144144	404	0	0.029848466	0	Beluga whale alphaherpesvirus 1 strain LN3131-1	1434720	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Monodontid alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	CSF_14	14321284
MG989243.1	134617	473	19	0.08429577	0.00985534	Caprine alphaherpesvirus 1 strain JSHA1405	39944	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Caprine alphaherpesvirus 1	unclassified Caprine alphaherpesvirus 1 subspecies/strain	unclassified Caprine alphaherpesvirus 1 strain	CSF_14	14321284
AC_000007.1	35937	3126	6015	24.50471	191.9	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	CSF_NC_1	872206
NC_003663.2	224499	159	0	0.025910523	0	Cowpox virus, complete genome	10243	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox virus	unclassified Cowpox virus subspecies/strain	unclassified Cowpox virus strain	CSF_NC_1	872206
NC_003310.1	196858	146	1	0.002079224	0.00582409	Monkeypox virus Zaire-96-I-16, complete genome	10244	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Monkeypox virus	unclassified Monkeypox virus subspecies/strain	unclassified Monkeypox virus strain	CSF_NC_1	872206
AB064595.1	3729	150	1	0.041911148	0.30746	Torque teno virus 27 DNA, complete genome, isolate: CT23F	687366	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 27	unclassified Torque teno virus 27 subspecies/strain	unclassified Torque teno virus 27 strain	CSF_NC_1	872206
AB825953.1	149459	143	1	0.0012323436	0.00767112	Fruit bat alphaherpesvirus 1 DNA, complete genome	1343901	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Pteropodid alphaherpesvirus 1	Fruit bat alphaherpesvirus 1	Fruit bat alphaherpesvirus 1	CSF_NC_1	872206
AC090446.27	170275	119	1	0.00728288	0.00673333	Baboon cytomegalovirus OCOM4-37 clone bacmv, WORKING DRAFT SEQUENCE, 22 unordered pieces	153301	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Papiine betaherpesvirus 3	Baboon cytomegalovirus OCOM4-37	Baboon cytomegalovirus OCOM4-37	CSF_NC_1	872206
AY037928.1	9472	450	3	0.05202746	0.363129	Human endogenous retrovirus K113 complete genome	166122	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	unclassified Retroviridae genus	Human endogenous retrovirus K	Human endogenous retrovirus K113	Human endogenous retrovirus K113	CSF_NC_1	872206
FJ025904.1	37860	125	0	0.009785203	0	Simian adenovirus 31.2, complete genome	585088	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 31.2	Simian adenovirus 31.2	CSF_NC_1	872206
FN824512.2	45480	175	1	0.09236708	0.0252093	Pigeon adenovirus 1 complete genome, strain IDA4	764030	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Pigeon aviadenovirus A	Pigeon adenovirus 1	Pigeon adenovirus 1	CSF_NC_1	872206
HM011556.1	5387	161	111	3.179301	23.6242	Merkel cell polyomavirus isolate R17b, complete genome	493803	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quintihominis	Merkel cell polyomavirus	Merkel cell polyomavirus	CSF_NC_1	872206
JF304767.1	7664	123	18	5.9425073	2.69276	Saimiri sciureus papillomavirus type 3 isolate Mac2167.2, complete genome	990306	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoomikronpapillomavirus	Dyoomikronpapillomavirus 1	Saimiri sciureus papillomavirus 3	Saimiri sciureus papillomavirus 3	CSF_NC_1	872206
KC617868.1	3780	2820	1080	43.809643	327.577	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds	1341019	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parvovirus NIH-CQV	unclassified Parvovirus NIH-CQV subspecies/strain	unclassified Parvovirus NIH-CQV strain	CSF_NC_1	872206
KF703446.1	127320	431	0	0.03113942	0	Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114, complete genome	111469	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Macacine gammaherpesvirus 8	Retroperitoneal fibromatosis-associated herpesvirus	Retroperitoneal fibromatosis-associated herpesvirus	CSF_NC_1	872206
KF781525.1	7394	150	2	0.040171176	0.310121	Human coxsackievirus B4 strain BM24G/NM/CHN/2010, complete genome	12073	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Coxsackievirus B4	Coxsackievirus B4	CSF_NC_1	872206
KJ541759.1	33452	211	89	0.6855144	3.05034	Ball python nidovirus strain 07-53, complete genome	1986118	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Pregotovirus	Ball python nidovirus 1	unclassified Ball python nidovirus 1 subspecies/strain	unclassified Ball python nidovirus 1 strain	CSF_NC_1	872206
KM269482.1	7875	178	23	0.5060194	3.34856	Encephalomyocarditis virus strain ATCC VR-129B, complete genome	12104	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cardiovirus	Cardiovirus A	Encephalomyocarditis virus	Encephalomyocarditis virus	CSF_NC_1	872206
KT149397.1	2985	2985	12403	641.1178	4763.91	Circovirus-like genome DCCV-4, complete genome	1788444	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Circovirus-like genome DCCV-4	unclassified Circovirus-like genome DCCV-4 subspecies/strain	unclassified Circovirus-like genome DCCV-4 strain	CSF_NC_1	872206
KT149400.1	3021	244	38	1.4573319	14.4216	Circovirus-like genome DCCV-7, complete genome	1788447	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Circovirus-like genome DCCV-7	unclassified Circovirus-like genome DCCV-7 subspecies/strain	unclassified Circovirus-like genome DCCV-7 strain	CSF_NC_1	872206
KT149403.1	2320	246	19	0.96221197	9.38959	Circovirus-like genome DCCV-10, complete genome	1788438	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Circovirus-like genome DCCV-10	unclassified Circovirus-like genome DCCV-10 subspecies/strain	unclassified Circovirus-like genome DCCV-10 strain	CSF_NC_1	872206
KT149406.1	2433	2433	5017	330.10468	2364.19	Circovirus-like genome DCCV-13, complete genome	1788441	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Circovirus-like genome DCCV-13	unclassified Circovirus-like genome DCCV-13 subspecies/strain	unclassified Circovirus-like genome DCCV-13 strain	CSF_NC_1	872206
KU351741.1	137448	244	3	0.39881134	0.0250244	Macaca nemestrina herpesvirus 7, complete genome	1846169	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Macacine betaherpesvirus 9	Macaca nemestrina herpesvirus 7	Macaca nemestrina herpesvirus 7	CSF_NC_1	872206
KU707902.1	7394	187	2	0.03948095	0.310121	Enterovirus B83 isolate 246/YN/CHN/08, complete genome	318566	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B83	Enterovirus B83	CSF_NC_1	872206
KU727766.1	5166	286	11	0.3203748	2.44129	Parus major densovirus isolate PmDNV-JL, complete genome	1907771	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parus major densovirus	unclassified Parus major densovirus subspecies/strain	unclassified Parus major densovirus strain	CSF_NC_1	872206
KU936049.1	137452	1835	770	1.1286216	6.42274	Bubaline alphaherpesvirus 1 strain b6, complete genome	202910	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bubaline alphaherpesvirus 1	unclassified Bubaline alphaherpesvirus 1 subspecies/strain	unclassified Bubaline alphaherpesvirus 1 strain	CSF_NC_1	872206
KY040274.1	192183	462	65	0.091666535	0.387775	Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome	10281	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 2	Molluscum contagiosum virus subtype 2	CSF_NC_1	872206
KY040275.1	188253	604	6	0.35844192	0.0365418	Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome	10280	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1	CSF_NC_1	872206
KY215944.1	135301	749	7	0.10204142	0.0593168	Bovine alphaherpesvirus 1 isolate 216 II, complete genome	10320	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 1	unclassified Bovine alphaherpesvirus 1 subspecies/strain	unclassified Bovine alphaherpesvirus 1 strain	CSF_NC_1	872206
KY385637.1	147346	256	0	0.014531645	0	Ateline alphaherpesvirus 1 isolate Lennette, complete genome	35243	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Ateline alphaherpesvirus 1	unclassified Ateline alphaherpesvirus 1 subspecies/strain	unclassified Ateline alphaherpesvirus 1 strain	CSF_NC_1	872206
KY549446.1	137712	526	0	0.5592678	0	Bovine alphaherpesvirus 5 strain ISO 97/45, complete genome	35244	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 5	unclassified Bovine alphaherpesvirus 5 subspecies/strain	unclassified Bovine alphaherpesvirus 5 strain	CSF_NC_1	872206
